Days,MAE,MSE,RMSE,RÂ²
16,1.573497376867797,6.2012554543378915,2.4902320081345617,0.93073917290828
16,1.5149386625699985,5.159897985213592,2.2715408834563364,0.942369927945803
16,1.7926022956494854,7.634919783173487,2.7631358604262455,0.9147268060142962
16,2.06483605625611,10.417833470516445,3.2276668772530486,0.8836448919463771
16,1.7753786020794147,7.60758640941816,2.758185347183572,0.9150320873695784
16,1.888871125638682,8.884370732701868,2.98066615586212,0.9007718908252966
16,1.3370701785650116,4.078450031523367,2.019517276856865,0.9544484457514393
16,2.2250500130153936,11.105304807647116,3.33246227400208,0.8759666325562281
16,2.0562396669860976,9.943315386488061,3.1533022986209334,0.8889447069416192
16,2.6835595318080308,15.853550026754471,3.981651670695777,0.8229342462610583
